,gene,product
567,NPR2,Natriuretic peptide receptor 2
568,NPY,Neuropeptide Y
569,NR1H4,Nuclear receptor subfamily 1 group H member 4
570,NR1I2,Nuclear receptor subfamily 1 group I member 2
571,NR3C1,Nuclear receptor subfamily 3 group C member 1
572,NR3C2,Nuclear receptor subfamily 3 group C member 2
573,NTRK1,Neurotrophic receptor tyrosine kinase 1
574,NTRK2,Neurotrophic receptor tyrosine kinase 2
575,NTRK3,Neurotrophic receptor tyrosine kinase 3
576,NTSR2,Neurotensin receptor 2
577,ODC1,Ornithine decarboxylase 1
578,OGDH,Oxoglutarate dehydrogenase
579,OPRD1,Opioid receptor delta 1
580,OPRK1,Opioid receptor kappa 1
581,OPRM1,Opioid receptor mu 1
582,ORM1,Orosomucoid 1
583,ORM2,Orosomucoid 2
584,OXTR,Oxytocin receptor
585,P2RX4,Purinergic receptor P2X 4
586,P2RY12,Purinergic receptor P2Y12
587,PAH,Phenylalanine hydroxylase
588,PARP1,Poly(ADP-ribose) polymerase 1
589,PARP2,Poly(ADP-ribose) polymerase 2
590,PARP3,Poly(ADP-ribose) polymerase family member 3
591,PCSK9,Proprotein convertase subtilisin/kexin type 9
592,PDCD1,Programmed cell death 1
593,PDE10A,Phosphodiesterase 10A
594,PDE1B,Phosphodiesterase 1B
595,PDE3A,Phosphodiesterase 3A
596,PDE3B,Phosphodiesterase 3B
597,PDE4A,Phosphodiesterase 4A
598,PDE4B,Phosphodiesterase 4B
599,PDE4C,Phosphodiesterase 4C
600,PDE4D,Phosphodiesterase 4D
601,PDE5A,Phosphodiesterase 5A
602,PDGFRA,Platelet derived growth factor receptor alpha
603,PDGFRB,Platelet derived growth factor receptor beta
604,PDK1,Pyruvate dehydrogenase kinase 1
605,PDXK,Pyridoxal kinase
606,PGA5,Pepsinogen A5
607,PGF,Placental growth factor
608,PGR,Progesterone receptor
609,PIK3CA,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
610,PIK3CD,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
611,PIK3CG,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
612,PKLR,Pyruvate kinase L/R
613,PLA2G10,Phospholipase A2 group X
614,PLA2G1B,Phospholipase A2 group IB
615,PLA2G2A,Phospholipase A2 group IIA
616,PLAT,"Plasminogen activator, tissue type"
617,PLAUR,"Plasminogen activator, urokinase receptor"
618,PLG,Plasminogen
619,PLIN3,Perilipin 3
620,PMEL,Premelanosome protein
621,PNLIP,Pancreatic lipase
622,PNP,Purine nucleoside phosphorylase
623,POLA1,"DNA polymerase alpha 1, catalytic subunit"
624,POLB,DNA polymerase beta
625,POLE,"DNA polymerase epsilon, catalytic subunit"
626,POLE2,"DNA polymerase epsilon 2, accessory subunit"
627,POLE3,"DNA polymerase epsilon 3, accessory subunit"
628,POLE4,"DNA polymerase epsilon 4, accessory subunit"
629,PPARA,Peroxisome proliferator activated receptor alpha
630,PPARD,Peroxisome proliferator activated receptor delta
631,PPARG,Peroxisome proliferator activated receptor gamma
632,PPIA,Peptidylprolyl isomerase A
633,PPIF,Peptidylprolyl isomerase F
634,PPP3R1,"Protein phosphatase 3 regulatory subunit B, alpha"
635,PPP3R2,"Protein phosphatase 3 regulatory subunit B, beta"
636,PRDX5,Peroxiredoxin 5
637,PRG2,"Proteoglycan 2, pro eosinophil major basic protein"
638,PRKAA1,Protein kinase AMP-activated catalytic subunit alpha 1
639,PRKAA2,Protein kinase AMP-activated catalytic subunit alpha 2
640,PRKAB1,Protein kinase AMP-activated non-catalytic subunit beta 1
641,PRKAB2,Protein kinase AMP-activated non-catalytic subunit beta 2
642,PRKAG1,Protein kinase AMP-activated non-catalytic subunit gamma 1
643,PRKAG2,Protein kinase AMP-activated non-catalytic subunit gamma 2
644,PRKAG3,Protein kinase AMP-activated non-catalytic subunit gamma 3
645,PRKCA,Protein kinase C alpha
646,PRKCB,Protein kinase C beta
647,PRKCD,Protein kinase C delta
648,PRKCE,Protein kinase C epsilon
649,PRKCG,Protein kinase C gamma
650,PRKCI,Protein kinase C iota
651,PRKCQ,Protein kinase C theta
652,PRKCZ,Protein kinase C zeta
653,PRLR,Prolactin receptor
654,PROC,"Protein C, inactivator of coagulation factors Va and VIIIa"
655,PROCR,Protein C receptor
656,PROS1,Protein S
657,PSMB1,Proteasome 20S subunit beta 1
658,PSMB10,Proteasome 20S subunit beta 10
659,PSMB2,Proteasome 20S subunit beta 2
660,PSMB5,Proteasome 20S subunit beta 5
661,PSMB8,Proteasome 20S subunit beta 8
662,PSMB9,Proteasome 20S subunit beta 9
663,PTAFR,Platelet activating factor receptor
664,PTGDR,Prostaglandin D2 receptor
665,PTGER1,Prostaglandin E receptor 1
666,PTGER2,Prostaglandin E receptor 2
667,PTGER3,Prostaglandin E receptor 3
668,PTGER4,Prostaglandin E receptor 4
669,PTGFR,Prostaglandin F receptor
670,PTGIR,Prostaglandin I2 receptor
671,PTGIS,Prostaglandin I2 synthase
672,PTGS1,Prostaglandin-endoperoxide synthase 1
673,PTGS2,Prostaglandin-endoperoxide synthase 2
674,PTH1R,Parathyroid hormone 1 receptor
675,PTH2R,Parathyroid hormone 2 receptor
676,QPRT,Quinolinate phosphoribosyltransferase
677,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
678,RAMP1,Receptor activity modifying protein 1
679,RAMP2,Receptor activity modifying protein 2
680,RAMP3,Receptor activity modifying protein 3
681,RARA,Retinoic acid receptor alpha
682,RARB,Retinoic acid receptor beta
683,RARG,Retinoic acid receptor gamma
684,REN,Renin
685,RET,Ret proto-oncogene
686,RFK,Riboflavin kinase
687,ROCK1,Rho associated coiled-coil containing protein kinase 1
688,ROCK2,Rho associated coiled-coil containing protein kinase 2
689,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase"
690,RPE65,Retinoid isomerohydrolase RPE65
691,RPL3,Ribosomal protein L3
692,RRM1,Ribonucleotide reductase catalytic subunit M1
693,RRM2,Ribonucleotide reductase regulatory subunit M2
694,RRM2B,Ribonucleotide reductase regulatory TP53 inducible subunit M2B
695,RXRA,Retinoid X receptor alpha
696,RXRB,Retinoid X receptor beta
697,RXRG,Retinoid X receptor gamma
698,RYR1,Ryanodine receptor 1
699,RYR2,Ryanodine receptor 2
700,S1PR1,Sphingosine-1-phosphate receptor 1
701,S1PR3,Sphingosine-1-phosphate receptor 3
702,S1PR5,Sphingosine-1-phosphate receptor 5
703,SCN10A,Sodium voltage-gated channel alpha subunit 10
704,SCN11A,Sodium voltage-gated channel alpha subunit 11
705,SCN1A,Sodium voltage-gated channel alpha subunit 1
706,SCN1B,Sodium voltage-gated channel beta subunit 1
707,SCN2A,Sodium voltage-gated channel alpha subunit 2
708,SCN2B,Sodium voltage-gated channel beta subunit 2
709,SCN3A,Sodium voltage-gated channel alpha subunit 3
710,SCN3B,Sodium voltage-gated channel beta subunit 3
711,SCN4A,Sodium voltage-gated channel alpha subunit 4
712,SCN4B,Sodium voltage-gated channel beta subunit 4
713,SCN5A,Sodium voltage-gated channel alpha subunit 5
714,SCN7A,Sodium voltage-gated channel alpha subunit 7
715,SCN8A,Sodium voltage-gated channel alpha subunit 8
716,SCN9A,Sodium voltage-gated channel alpha subunit 9
717,SCNN1A,Sodium channel epithelial 1 subunit alpha
718,SCNN1B,Sodium channel epithelial 1 subunit beta
719,SCNN1D,Sodium channel epithelial 1 subunit delta
720,SCNN1G,Sodium channel epithelial 1 subunit gamma
721,SCTR,Secretin receptor
722,SDHA,Succinate dehydrogenase complex flavoprotein subunit A
723,SDHD,Succinate dehydrogenase complex subunit D
724,SELP,Selectin P
725,SERPINB2,Serpin family B member 2
726,SERPINC1,Serpin family C member 1
727,SERPIND1,Serpin family D member 1
728,SERPINE1,Serpin family E member 1
729,SHBG,Sex hormone binding globulin
730,SI,Sucrase-isomaltase
731,SIGMAR1,Sigma non-opioid intracellular receptor 1
732,SLAMF7,SLAM family member 7
733,SLC10A1,Solute carrier family 10 member 1
734,SLC10A2,Solute carrier family 10 member 2
735,SLC12A1,Solute carrier family 12 member 1
736,SLC12A2,Solute carrier family 12 member 2
737,SLC12A3,Solute carrier family 12 member 3
738,SLC12A4,Solute carrier family 12 member 4
739,SLC12A5,Solute carrier family 12 member 5
740,SLC18A1,Solute carrier family 18 member A1
741,SLC18A2,Solute carrier family 18 member A2
742,SLC1A5,Solute carrier family 1 member 5
743,SLC22A11,Solute carrier family 22 member 11
744,SLC22A12,Solute carrier family 22 member 12
745,SLC22A6,Solute carrier family 22 member 6
746,SLC22A8,Solute carrier family 22 member 8
747,SLC25A4,Solute carrier family 25 member 4
748,SLC25A5,Solute carrier family 25 member 5
749,SLC25A6,Solute carrier family 25 member 6
750,SLC38A1,Solute carrier family 38 member 1
751,SLC38A2,Solute carrier family 38 member 2
752,SLC38A3,Solute carrier family 38 member 3
753,SLC38A4,Solute carrier family 38 member 4
754,SLC52A2,Solute carrier family 52 member 2
755,SLC5A1,Solute carrier family 5 member 1
756,SLC5A2,Solute carrier family 5 member 2
757,SLC5A5,Solute carrier family 5 member 5
758,SLC6A1,Solute carrier family 6 member 1
759,SLC6A2,Solute carrier family 6 member 2
760,SLC6A3,Solute carrier family 6 member 3
761,SLC6A4,Solute carrier family 6 member 4
762,SLC6A8,Solute carrier family 6 member 8
763,SLC7A11,Solute carrier family 7 member 11
764,SLC7A3,Solute carrier family 7 member 3
765,SLC7A7,Solute carrier family 7 member 7
766,SLC8A1,Solute carrier family 8 member A1
767,SLC9A3,Solute carrier family 9 member A3
768,SMN1,"Survival of motor neuron 1, telomeric"
769,SMN2,"Survival of motor neuron 2, centromeric"
770,SMO,"Smoothened, frizzled class receptor"
771,SNAP25,Synaptosome associated protein 25
772,SOAT1,Sterol O-acyltransferase 1
773,SOST,Sclerostin
774,SQLE,Squalene epoxidase
775,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase"
776,SRD5A1,Steroid 5 alpha-reductase 1
777,SRD5A2,Steroid 5 alpha-reductase 2
778,SSTR1,Somatostatin receptor 1
779,SSTR2,Somatostatin receptor 2
780,SSTR3,Somatostatin receptor 3
781,SSTR4,Somatostatin receptor 4
782,SSTR5,Somatostatin receptor 5
783,SV2A,Synaptic vesicle glycoprotein 2A
784,SYK,Spleen associated tyrosine kinase
785,SYT2,Synaptotagmin 2
786,TAAR1,Trace amine associated receptor 1
787,TACR1,Tachykinin receptor 1
788,TACSTD2,Tumor associated calcium signal transducer 2
789,TEK,TEK receptor tyrosine kinase
790,TFPI,Tissue factor pathway inhibitor
791,TFR2,Transferrin receptor 2
792,TFRC,Transferrin receptor
793,TGFBR2,Transforming growth factor beta receptor 2
794,TH,Tyrosine hydroxylase
795,THRA,Thyroid hormone receptor alpha
796,THRB,Thyroid hormone receptor beta
797,TK2,Thymidine kinase 2
798,TLR2,Toll like receptor 2
799,TLR4,Toll like receptor 4
800,TLR7,Toll like receptor 7
801,TLR9,Toll like receptor 9
802,TNF,Tumor necrosis factor
803,TNFRSF17,TNF receptor superfamily member 17
804,TNFRSF1A,TNF receptor superfamily member 1A
805,TNFRSF8,TNF receptor superfamily member 8
806,TNFSF11,TNF superfamily member 11
807,TNFSF13B,TNF superfamily member 13b
808,TNNC1,"Troponin C1, slow skeletal and cardiac type"
809,TOP1,DNA topoisomerase I
810,TOP1MT,DNA topoisomerase I mitochondrial
811,TOP2A,DNA topoisomerase II alpha
812,TOP2B,DNA topoisomerase II beta
813,TPH1,Tryptophan hydroxylase 1
814,TPH2,Tryptophan hydroxylase 2
815,TPK1,Thiamin pyrophosphokinase 1
816,TPMT,Thiopurine S-methyltransferase
817,TPO,Thyroid peroxidase
818,TRHR,Thyrotropin releasing hormone receptor
819,TRPA1,Transient receptor potential cation channel subfamily A member 1
820,TRPM7,Transient receptor potential cation channel subfamily M member 7
821,TRPM8,Transient receptor potential cation channel subfamily M member 8
822,TRPV1,Transient receptor potential cation channel subfamily V member 1
823,TRPV3,Transient receptor potential cation channel subfamily V member 3
824,TSHR,Thyroid stimulating hormone receptor
825,TSLP,Thymic stromal lymphopoietin
826,TSPO,Translocator protein
827,TTR,Transthyretin
828,TUBA1A,Tubulin alpha 1a
829,TUBA4A,Tubulin alpha 4a
830,TUBB,Tubulin beta class I
831,TUBB1,Tubulin beta 1 class VI
832,TUBB3,Tubulin beta 3 class III
833,TUBB4B,Tubulin beta 4B class IVb
834,TUBD1,Tubulin delta 1
835,TUBE1,Tubulin epsilon 1
836,TUBG1,Tubulin gamma 1
837,TXNRD1,Thioredoxin reductase 1
838,TYK2,Tyrosine kinase 2
839,TYMP,Thymidine phosphorylase
840,TYMS,Thymidylate synthetase
841,TYR,Tyrosinase
842,UGCG,UDP-glucose ceramide glucosyltransferase
843,VAMP1,Vesicle associated membrane protein 1
844,VAMP2,Vesicle associated membrane protein 2
845,VDR,Vitamin D receptor
846,VEGFA,Vascular endothelial growth factor A
847,VEGFB,Vascular endothelial growth factor B
848,VKORC1,Vitamin K epoxide reductase complex subunit 1
849,VKORC1L1,Vitamin K epoxide reductase complex subunit 1 like 1
850,VWF,Von Willebrand factor
851,XDH,Xanthine dehydrogenase
852,XIAP,X-linked inhibitor of apoptosis
853,XPO1,Exportin 1
854,YES1,"YES proto-oncogene 1, Src family tyrosine kinase"
855,A2ML1,Alpha-2-macroglobulin like 1
856,AAAS,Aladin WD repeat nucleoporin
857,AAGAB,Alpha and gamma adaptin binding protein
858,AARS1,Alanyl-tRNA synthetase 1
859,AARS2,"Alanyl-tRNA synthetase 2, mitochondrial"
860,AASS,Aminoadipate-semialdehyde synthase
861,ABCA12,ATP binding cassette subfamily A member 12
862,ABCA2,ATP binding cassette subfamily A member 2
863,ABCA3,ATP binding cassette subfamily A member 3
864,ABCA4,ATP binding cassette subfamily A member 4
865,ABCA7,ATP binding cassette subfamily A member 7
866,ABCB1,ATP binding cassette subfamily B member 1
867,ABCB11,ATP binding cassette subfamily B member 11
868,ABCB4,ATP binding cassette subfamily B member 4
869,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group)
870,ABCB7,ATP binding cassette subfamily B member 7
871,ABCC6,ATP binding cassette subfamily C member 6
872,ABCD1,ATP binding cassette subfamily D member 1
873,ABCD3,ATP binding cassette subfamily D member 3
874,ABCD4,ATP binding cassette subfamily D member 4
875,ABCG5,ATP binding cassette subfamily G member 5
876,ABCG8,ATP binding cassette subfamily G member 8
877,ABHD11,Abhydrolase domain containing 11
878,ABHD12,"Abhydrolase domain containing 12, lysophospholipase"
879,ABHD16A,"Abhydrolase domain containing 16A, phospholipase"
880,ABHD5,"Abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
881,ABI1,Abl interactor 1
882,ABI3BP,ABI family member 3 binding protein
883,ABRAXAS1,"Abraxas 1, BRCA1 A complex subunit"
884,ACACA,Acetyl-CoA carboxylase alpha
885,ACAD8,Acyl-CoA dehydrogenase family member 8
886,ACAD9,Acyl-CoA dehydrogenase family member 9
887,ACADM,Acyl-CoA dehydrogenase medium chain
888,ACADS,Acyl-CoA dehydrogenase short chain
889,ACADSB,Acyl-CoA dehydrogenase short/branched chain
890,ACADVL,Acyl-CoA dehydrogenase very long chain
891,ACAN,Aggrecan
892,ACBD5,Acyl-CoA binding domain containing 5
893,ACD,ACD shelterin complex subunit and telomerase recruitment factor
894,ACER3,Alkaline ceramidase 3
895,ACKR3,Atypical chemokine receptor 3
896,ACO2,Aconitase 2
897,ACOX1,Acyl-CoA oxidase 1
898,ACOX2,Acyl-CoA oxidase 2
899,ACP2,"Acid phosphatase 2, lysosomal"
900,ACP4,Acid phosphatase 4
901,ACP5,"Acid phosphatase 5, tartrate resistant"
902,ACSF3,Acyl-CoA synthetase family member 3
903,ACSL4,Acyl-CoA synthetase long chain family member 4
904,ACSL6,Acyl-CoA synthetase long chain family member 6
905,ACTA1,"Actin alpha 1, skeletal muscle"
906,ACTA2,"Actin alpha 2, smooth muscle"
907,ACTB,Actin beta
908,ACTC1,Actin alpha cardiac muscle 1
909,ACTG1,Actin gamma 1
910,ACTG2,"Actin gamma 2, smooth muscle"
911,ACTL6A,Actin like 6A
912,ACTL6B,Actin like 6B
913,ACTL9,Actin like 9
914,ACTN2,Actinin alpha 2
915,ACTN4,Actinin alpha 4
916,ACTRT1,Actin related protein T1
917,ACVR1,Activin A receptor type 1
918,ACVR1B,Activin A receptor type 1B
919,ACVR2B,Activin A receptor type 2B
920,ACVRL1,Activin A receptor like type 1
921,ACY1,Aminoacylase 1
922,ADA2,Adenosine deaminase 2
923,ADAM10,ADAM metallopeptidase domain 10
924,ADAM17,ADAM metallopeptidase domain 17
925,ADAM22,ADAM metallopeptidase domain 22
926,ADAM29,ADAM metallopeptidase domain 29
927,ADAM33,ADAM metallopeptidase domain 33
928,ADAM7,ADAM metallopeptidase domain 7
929,ADAM9,ADAM metallopeptidase domain 9
930,ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10
931,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13
932,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17
933,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18
934,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2
935,ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3
936,ADAMTSL2,ADAMTS like 2
937,ADAMTSL4,ADAMTS like 4
938,ADAR,Adenosine deaminase RNA specific
939,ADARB1,Adenosine deaminase RNA specific B1
940,ADCY1,Adenylate cyclase 1
941,ADCY10,Adenylate cyclase 10
942,ADCY3,Adenylate cyclase 3
943,ADCY5,Adenylate cyclase 5
944,ADCY6,Adenylate cyclase 6
945,ADD3,Adducin 3
946,ADGRE2,Adhesion G protein-coupled receptor E2
947,ADGRG1,Adhesion G protein-coupled receptor G1
948,ADGRG2,Adhesion G protein-coupled receptor G2
949,ADGRG6,Adhesion G protein-coupled receptor G6
950,ADGRV1,Adhesion G protein-coupled receptor V1
951,ADH5,"Alcohol dehydrogenase 5 (class III), chi polypeptide"
952,ADIPOQ,"Adiponectin, C1Q and collagen domain containing"
953,ADK,Adenosine kinase
954,ADNP,Activity dependent neuroprotector homeobox
955,ADPRS,ADP-ribosylserine hydrolase
956,ADSL,Adenylosuccinate lyase
957,ADSS1,Adenylosuccinate synthase 1
958,AEBP1,AE binding protein 1
959,AFDN,"Afadin, adherens junction formation factor"
960,AFF1,ALF transcription elongation factor 1
961,AFF2,ALF transcription elongation factor 2
962,AFF3,ALF transcription elongation factor 3
963,AFF4,ALF transcription elongation factor 4
964,AFG3L2,AFG3 like matrix AAA peptidase subunit 2
965,AFP,Alpha fetoprotein
966,AGA,Aspartylglucosaminidase
967,AGBL1,AGBL carboxypeptidase 1
968,AGBL5,AGBL carboxypeptidase 5
969,AGGF1,Angiogenic factor with G-patch and FHA domains 1
970,AGK,Acylglycerol kinase
971,AGL,"Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
972,AGO2,Argonaute RISC catalytic component 2
973,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
974,AGPS,Alkylglycerone phosphate synthase
975,AGRN,Agrin
976,AGRP,Agouti related neuropeptide
977,AGT,Angiotensinogen
978,AGTPBP1,ATP/GTP binding carboxypeptidase 1
979,AGXT,Alanine--glyoxylate aminotransferase
980,AHCY,Adenosylhomocysteinase
981,AHDC1,AT-hook DNA binding motif containing 1
982,AHI1,Abelson helper integration site 1
983,AHSG,Alpha 2-HS glycoprotein
984,AICDA,Activation induced cytidine deaminase
985,AIFM1,Apoptosis inducing factor mitochondria associated 1
986,AIMP1,Aminoacyl tRNA synthetase complex interacting multifunctional protein 1
987,AIMP2,Aminoacyl tRNA synthetase complex interacting multifunctional protein 2
988,AIP,Aryl hydrocarbon receptor interacting protein
989,AIPL1,Aryl hydrocarbon receptor interacting protein like 1
990,AIRE,Autoimmune regulator
991,AK1,Adenylate kinase 1
992,AK2,Adenylate kinase 2
993,AK7,Adenylate kinase 7
994,AKAP9,A-kinase anchoring protein 9
995,AKR1C4,Aldo-keto reductase family 1 member C4
996,AKT1,AKT serine/threonine kinase 1
997,AKT2,AKT serine/threonine kinase 2
998,AKT3,AKT serine/threonine kinase 3
999,ALAS2,5'-aminolevulinate synthase 2
1000,ALDH18A1,Aldehyde dehydrogenase 18 family member A1
1001,ALDH1A3,Aldehyde dehydrogenase 1 family member A3
1002,ALDH3A2,Aldehyde dehydrogenase 3 family member A2
1003,ALDH4A1,Aldehyde dehydrogenase 4 family member A1
1004,ALDH5A1,Aldehyde dehydrogenase 5 family member A1
1005,ALDH6A1,Aldehyde dehydrogenase 6 family member A1
1006,ALDH7A1,Aldehyde dehydrogenase 7 family member A1
1007,ALDOA,"Aldolase, fructose-bisphosphate A"
1008,ALDOB,"Aldolase, fructose-bisphosphate B"
1009,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
1010,ALG11,"ALG11 alpha-1,2-mannosyltransferase"
1011,ALG12,"ALG12 alpha-1,6-mannosyltransferase"
1012,ALG13,ALG13 UDP-N-acetylglucosaminyltransferase subunit
1013,ALG14,ALG14 UDP-N-acetylglucosaminyltransferase subunit
1014,ALG2,"ALG2 alpha-1,3/1,6-mannosyltransferase"
1015,ALG3,"ALG3 alpha-1,3- mannosyltransferase"
1016,ALG6,"ALG6 alpha-1,3-glucosyltransferase"
1017,ALG8,"ALG8 alpha-1,3-glucosyltransferase"
1018,ALG9,"ALG9 alpha-1,2-mannosyltransferase"
